institution_id,name,category,region_id,region_name,city,postcode,founded_year
41,Lancaster University,University,2,North West England,Lancaster,LA16 4JD,1935
42,University of Cumbria,University,2,North West England,Lancaster,LA3 9JY,1906
43,University of Central Lancashire,University,2,North West England,Preston,PR1 2BJ,1876
44,Edge Hill University,University,2,North West England,Blackpool,FY5 6DW,1837
45,University of Chester,University,2,North West England,Chester,CH36 8HX,1880
46,University of Bolton,University,2,North West England,Bolton,BL93 8JU,1853
47,University of Leeds,University,3,Yorkshire and the Humber,Leeds,LS25 2ES,1924
48,Leeds Beckett University,University,3,Yorkshire and the Humber,Leeds,LS55 7TB,1910
49,University of Sheffield,University,3,Yorkshire and the Humber,Sheffield,S84 2BR,1992
50,Sheffield Hallam University,University,3,Yorkshire and the Humber,Sheffield,S44 2JH,2006
51,University of York,University,3,Yorkshire and the Humber,York,YO69 8FS,1868
52,York St John University,University,3,Yorkshire and the Humber,York,YO36 8JD,1866
53,University of Bradford,University,3,Yorkshire and the Humber,Bradford,BD71 2BX,1933
54,University of Hull,University,3,Yorkshire and the Humber,Hull,HU12 4GS,1823
55,University of Doncaster,University,3,Yorkshire and the Humber,Doncaster,DN62 4RB,1944
56,University of Birmingham,University,5,West Midlands,Birmingham,B49 1RL,1862
57,Birmingham City University,University,5,West Midlands,Birmingham,B37 7XU,1936
58,Aston University,University,5,West Midlands,Birmingham,B25 5HB,1859
59,University of Warwick,University,5,West Midlands,Coventry,CV95 9BP,1968
60,Coventry University,University,5,West Midlands,Coventry,CV7 8WW,1834
61,University of Wolverhampton,University,5,West Midlands,Wolverhampton,WV8 9DG,1860
62,Keele University,University,5,West Midlands,Stoke-on-Trent,ST77 2JR,1837
63,Staffordshire University,University,5,West Midlands,Stoke-on-Trent,ST73 4YZ,1850
64,University of Worcester,University,5,West Midlands,Worcester,WR80 2SY,1830
65,University of Nottingham,University,4,East Midlands,Nottingham,NG67 6LH,1964
66,Nottingham Trent University,University,4,East Midlands,Nottingham,NG92 6JL,1991
67,University of Leicester,University,4,East Midlands,Leicester,LE17 5TP,1921
68,De Montfort University,University,4,East Midlands,Leicester,LE2 8ZY,1838
69,University of Derby,University,4,East Midlands,Derby,DE10 9HW,1845
70,University of Lincoln,University,4,East Midlands,Lincoln,LN17 6DJ,1887
71,University of Northampton,University,4,East Midlands,Northampton,NN37 3TX,1914
72,University of Bristol,University,9,South West England,Bristol,BS39 9AX,2000
73,University of the West of England,University,9,South West England,Bristol,BS85 2FL,1896
74,University of Bath,University,9,South West England,Bath,BA14 9FL,1849
75,Bath Spa University,University,9,South West England,Bath,BA78 4PH,1892
76,University of Exeter,University,9,South West England,Exeter,EX82 5WU,1995
77,University of Plymouth,University,9,South West England,Plymouth,PL7 2SL,1884
78,Bournemouth University,University,9,South West England,Bournemouth,BH1 6FL,1831
79,Arts University Bournemouth,University,9,South West England,Bournemouth,BH95 8XS,1861
80,University of Gloucestershire,University,9,South West England,Gloucester,GL2 2DF,1963
81,Newcastle University,University,1,North East England,Newcastle upon Tyne,NE5 6YX,1959
82,Northumbria University,University,1,North East England,Newcastle upon Tyne,NE56 3BN,1857
83,University of Sunderland,University,1,North East England,Sunderland,SR6 6HJ,1913
84,Durham University,University,1,North East England,Durham,DH14 6XS,1990
85,Teesside University,University,1,North East England,Middlesbrough,TS96 3JG,1978
86,Gateshead College HE,University,1,North East England,Gateshead,NE53 1GP,1865
87,University of Edinburgh,University,10,Scotland,Edinburgh,EH86 4LG,1925
88,Heriot-Watt University,University,10,Scotland,Edinburgh,EH14 7BU,1999
89,Edinburgh Napier University,University,10,Scotland,Edinburgh,EH26 8QN,1876
90,University of Glasgow,University,10,Scotland,Glasgow,G29 1HR,1878
91,University of Strathclyde,University,10,Scotland,Glasgow,G36 2LQ,1904
92,Glasgow Caledonian University,University,10,Scotland,Glasgow,G66 7XP,1984
93,University of Aberdeen,University,10,Scotland,Aberdeen,AB15 5GY,1827
94,Robert Gordon University,University,10,Scotland,Aberdeen,AB5 2ZS,1887
95,University of Dundee,University,10,Scotland,Dundee,DD94 6SZ,1908
96,Abertay University,University,10,Scotland,Dundee,DD15 7YH,1950
97,University of Stirling,University,10,Scotland,Stirling,FK6 7AW,1885
98,University of the Highlands and Islands,University,10,Scotland,Inverness,IV88 4QS,1957
99,Cardiff University,University,11,Wales,Cardiff,CF86 6ZP,1837
100,Cardiff Metropolitan University,University,11,Wales,Cardiff,CF16 5WN,1989
101,Swansea University,University,11,Wales,Swansea,SA53 6RN,1990
102,University of Wales Trinity Saint David,University,11,Wales,Swansea,SA17 4SR,1961
103,University of South Wales,University,11,Wales,Newport,NP96 3ZY,1993
104,Bangor University,University,11,Wales,Bangor,LL52 9AN,1897
105,Wrexham University,University,11,Wales,Wrexham,LL27 7YZ,1893
106,Aberystwyth University,University,11,Wales,Aberystwyth,SY42 8TT,1987
107,Queen's University Belfast,University,12,Northern Ireland,Belfast,BT28 9UG,1992
108,Ulster University,University,12,Northern Ireland,Belfast,BT11 5WZ,1988
109,Stranmillis University College,University,12,Northern Ireland,Belfast,BT12 4NJ,1905
110,Open University in Ireland,University,12,Northern Ireland,Londonderry,BT19 1BJ,1870
111,Lisburn Institute HE,University,12,Northern Ireland,Lisburn,BT79 2TS,1941
112,Newry Institute HE,University,12,Northern Ireland,Newry,BT74 4RU,1981
113,Armagh Theological College,University,12,Northern Ireland,Armagh,BT32 3AE,1922
114,City of Bristol College,College,9,South West England,Bristol,BS55 4GW,1999
115,Bath College,College,9,South West England,Bath,BA7 9JE,1959
116,Exeter College,College,9,South West England,Exeter,EX18 8WX,1958
117,Plymouth College of Art,College,9,South West England,Plymouth,PL41 8ZW,1976
118,South Devon College,College,9,South West England,Plymouth,PL71 8GU,1954
119,Gloucestershire College,College,9,South West England,Gloucester,GL34 4LW,1957
120,Bournemouth and Poole College,College,9,South West England,Bournemouth,BH81 4LT,1962
121,Manchester College,College,2,North West England,Manchester,M92 5JL,1909
122,Liverpool City College,College,2,North West England,Liverpool,L41 9DF,1942
123,Preston College,College,2,North West England,Preston,PR30 7FH,1919
124,Blackpool and The Fylde College,College,2,North West England,Blackpool,FY54 7PX,1908
125,Bolton College,College,2,North West England,Bolton,BL54 1HS,1959
126,Salford City College,College,2,North West England,Manchester,M99 1YR,1949
127,Lancaster and Morecambe College,College,2,North West England,Lancaster,LA1 6NR,1961
128,Cheshire College South and West,College,2,North West England,Chester,CH54 9XZ,2009
129,Leeds City College,College,3,Yorkshire and the Humber,Leeds,LS29 8JL,2014
130,Sheffield College,College,3,Yorkshire and the Humber,Sheffield,S63 1RP,1955
131,Bradford College,College,3,Yorkshire and the Humber,Bradford,BD87 7GT,1985
132,York College,College,3,Yorkshire and the Humber,York,YO80 9AR,1916
133,Doncaster College,College,3,Yorkshire and the Humber,Doncaster,DN73 1DS,1975
134,Hull College,College,3,Yorkshire and the Humber,Hull,HU60 3BL,1917
135,Birmingham Metropolitan College,College,5,West Midlands,Birmingham,B42 4TP,1948
136,South and City College Birmingham,College,5,West Midlands,Birmingham,B98 7LS,1943
137,Solihull College,College,5,West Midlands,Birmingham,B11 8AX,1932
138,Coventry College,College,5,West Midlands,Coventry,CV45 4DB,1906
139,City of Wolverhampton College,College,5,West Midlands,Wolverhampton,WV4 4HA,1996
140,Stoke on Trent College,College,5,West Midlands,Stoke-on-Trent,ST20 4FU,1979
141,Heart of Worcestershire College,College,5,West Midlands,Worcester,WR15 4TL,1985
142,Nottingham College,College,4,East Midlands,Nottingham,NG48 3ZZ,1998
143,Leicester College,College,4,East Midlands,Leicester,LE92 2GN,1995
144,Derby College,College,4,East Midlands,Derby,DE75 1NY,1913
145,Lincoln College,College,4,East Midlands,Lincoln,LN49 7HD,1986
146,Northampton College,College,4,East Midlands,Northampton,NN89 4EN,1975
147,Cambridge Regional College,College,6,East of England,Cambridge,CB88 2YB,2008
148,City College Norwich,College,6,East of England,Norwich,NR69 7QD,1944
149,Suffolk New College,College,6,East of England,Ipswich,IP83 6AS,1964
150,Peterborough College,College,6,East of England,Peterborough,PE63 2SQ,2005
151,Colchester Institute,College,6,East of England,Colchester,CO59 3SG,1981
152,Luton Sixth Form College,College,6,East of England,Luton,LU67 5ZX,1993
153,City and Islington College,College,7,Greater London,London,SW62 8SY,1999
154,Westminster Kingsway College,College,7,Greater London,Westminster,SW42 4DL,1934
155,"Ealing, Hammersmith and West London College",College,7,Greater London,Ealing,W58 4TY,2012
156,Croydon College,College,7,Greater London,Croydon,CR86 7PA,1978
157,Hackney Community College,College,7,Greater London,Hackney,E42 3UH,1963
158,Newham College,College,7,Greater London,London,SW34 6LZ,1945
159,Lambeth College,College,7,Greater London,London,SW36 9AW,1989
160,Bromley College,College,7,Greater London,Bromley,BR11 4SU,1924
161,Camden College,College,7,Greater London,Camden,NW98 4UU,1971
162,Oxford City College,College,8,South East England,Oxford,OX3 2NJ,1957
163,Reading College,College,8,South East England,Reading,RG89 4NY,1951
164,Brighton MET College,College,8,South East England,Brighton,BN61 9WQ,1947
165,Southampton City College,College,8,South East England,Southampton,SO96 9PQ,1954
166,Portsmouth College,College,8,South East England,Portsmouth,PO59 5NL,1989
167,Canterbury College,College,8,South East England,Canterbury,CT16 4PE,1929
168,Milton Keynes College,College,8,South East England,Milton Keynes,MK69 3HH,1995
169,Newcastle College,College,1,North East England,Newcastle upon Tyne,NE62 5YW,1994
170,Sunderland College,College,1,North East England,Sunderland,SR37 2HN,1976
171,New College Durham,College,1,North East England,Durham,DH47 3NA,1929
172,Middlesbrough College,College,1,North East England,Middlesbrough,TS69 3LB,1990
173,Gateshead College,College,1,North East England,Gateshead,NE71 5FU,1906
174,Edinburgh College,College,10,Scotland,Edinburgh,EH2 5UU,1913
175,Glasgow Clyde College,College,10,Scotland,Glasgow,G44 3BL,1956
176,North East Scotland College,College,10,Scotland,Aberdeen,AB62 2DR,2010
177,Dundee and Angus College,College,10,Scotland,Dundee,DD10 1FF,1962
178,Forth Valley College,College,10,Scotland,Stirling,FK73 5DJ,2003
179,Inverness College UHI,College,10,Scotland,Inverness,IV72 7ZZ,1915
180,Cardiff and Vale College,College,11,Wales,Cardiff,CF80 4WR,2001
181,Gower College Swansea,College,11,Wales,Swansea,SA57 5YS,1957
182,Coleg Gwent,College,11,Wales,Newport,NP73 1ZE,1939
183,Coleg Cambria,College,11,Wales,Wrexham,LL27 4LD,1997
184,Coleg Ceredigion,College,11,Wales,Aberystwyth,SY31 3XD,1920
185,Bangor College,College,11,Wales,Bangor,LL1 7TZ,1920
186,Belfast Metropolitan College,College,12,Northern Ireland,Belfast,BT38 1JN,1960
187,Northern Regional College,College,12,Northern Ireland,Lisburn,BT37 8DJ,1990
188,South Eastern Regional College,College,12,Northern Ireland,Newry,BT81 4SE,1933
189,South West College,College,12,Northern Ireland,Armagh,BT29 3LF,1969
190,North West Regional College,College,12,Northern Ireland,Londonderry,BT8 3NZ,1909
191,Bridgewater Junior School,Primary School,1,North East England,Newcastle upon Tyne,NE16 8NR,1992
192,Castle Sixth Form,Secondary School,1,North East England,Newcastle upon Tyne,NE11 1SP,1962
193,Beechwood Junior School,Primary School,1,North East England,Sunderland,SR12 4YY,1886
194,St John's Comprehensive School,Secondary School,1,North East England,Sunderland,SR6 3UW,1997
195,Garden Church School,Primary School,1,North East England,Durham,DH24 7UD,1951
196,City School,Secondary School,1,North East England,Durham,DH43 6EG,1954
197,Highfield Primary Academy,Primary School,1,North East England,Middlesbrough,TS37 7XB,2006
198,Oakridge High School,Secondary School,1,North East England,Middlesbrough,TS33 6ER,1930
199,King Edward Primary School,Primary School,1,North East England,Gateshead,NE60 7BH,2018
200,The Royal School,Secondary School,1,North East England,Gateshead,NE97 8TB,2009
201,Hillside Junior School,Primary School,2,North West England,Manchester,M17 5TU,2020
202,Sacred Heart Academy,Secondary School,2,North West England,Manchester,M78 4GN,2011
203,The Manor Primary School,Primary School,2,North West England,Liverpool,L12 4ET,1984
204,Sacred Heart Secondary School,Secondary School,2,North West England,Liverpool,L92 5WL,1977
205,Willow Church School,Primary School,2,North West England,Preston,PR32 8XF,2000
206,The William Grammar School,Secondary School,2,North West England,Preston,PR66 3DL,2003
207,Hilltop Primary Academy,Primary School,2,North West England,Lancaster,LA65 5AN,1967
208,Queen Elizabeth Sixth Form,Secondary School,2,North West England,Lancaster,LA58 9UQ,1888
209,Victoria Infant School,Primary School,2,North West England,Blackpool,FY90 4YR,1928
210,Manor College,Secondary School,2,North West England,Blackpool,FY41 8RR,1861
211,Lakeside Catholic Primary School,Primary School,2,North West England,Chester,CH5 3WY,2006
212,King's High School,Secondary School,2,North West England,Chester,CH13 9TA,1962
213,Mount Pleasant Catholic Primary School,Primary School,2,North West England,Bolton,BL84 3DU,1984
214,Grange School,Secondary School,2,North West England,Bolton,BL89 7DP,2009
215,Sunnyfield Primary Academy,Primary School,3,Yorkshire and the Humber,Leeds,LS81 8XB,1961
216,Lakemoor High School,Secondary School,3,Yorkshire and the Humber,Leeds,LS81 5JD,1910
217,Birch C of E Primary School,Primary School,3,Yorkshire and the Humber,Sheffield,S57 3NA,1905
218,St Peter's School,Secondary School,3,Yorkshire and the Humber,Sheffield,S38 6QS,1864
219,Sacred Heart Community Primary School,Primary School,3,Yorkshire and the Humber,York,YO53 3GG,2015
220,Holy Cross College,Secondary School,3,Yorkshire and the Humber,York,YO88 4UY,2008
221,Victoria Junior School,Primary School,3,Yorkshire and the Humber,Bradford,BD33 1TN,1997
222,Stanton Secondary School,Secondary School,3,Yorkshire and the Humber,Bradford,BD57 6YN,1868
223,Forestdale Primary Academy,Primary School,3,Yorkshire and the Humber,Hull,HU59 5HR,1944
224,City High School,Secondary School,3,Yorkshire and the Humber,Hull,HU49 6YN,1910
225,Greenview Junior School,Primary School,3,Yorkshire and the Humber,Doncaster,DN85 7LA,1885
226,Bromfield Academy,Secondary School,3,Yorkshire and the Humber,Doncaster,DN96 8NJ,2005
227,Beechwood Infant School,Primary School,4,East Midlands,Nottingham,NG82 4ZL,1936
228,Northwood Secondary School,Secondary School,4,East Midlands,Nottingham,NG13 1NT,2010
229,St Peter's Infant School,Primary School,4,East Midlands,Leicester,LE12 5PS,1913
230,Northgate Grammar School,Secondary School,4,East Midlands,Leicester,LE70 6WW,1883
231,Northfield Catholic Primary School,Primary School,4,East Midlands,Derby,DE62 5PE,1945
232,Westfield Grammar School,Secondary School,4,East Midlands,Derby,DE72 6DR,1951
233,St Mary's Junior School,Primary School,4,East Midlands,Lincoln,LN16 8QL,2017
234,Ashford College,Secondary School,4,East Midlands,Lincoln,LN48 2JU,2013
235,St John's Infant School,Primary School,4,East Midlands,Northampton,NN83 2TN,1936
236,Greystone College,Secondary School,4,East Midlands,Northampton,NN18 1BN,1879
237,Queen Elizabeth C of E Primary School,Primary School,5,West Midlands,Birmingham,B31 9FR,1904
238,Oakridge School,Secondary School,5,West Midlands,Birmingham,B54 3SE,1988
239,Queen Elizabeth Primary Academy,Primary School,5,West Midlands,Coventry,CV5 6HT,1951
240,Riverdale Grammar School,Secondary School,5,West Midlands,Coventry,CV13 6XQ,1942
241,St Paul's Primary Academy,Primary School,5,West Midlands,Wolverhampton,WV25 2TD,1950
242,Northwood Grammar School,Secondary School,5,West Midlands,Wolverhampton,WV82 1BP,2014
243,Westfield Catholic Primary School,Primary School,5,West Midlands,Stoke-on-Trent,ST9 9HY,1932
244,Park Grammar School,Secondary School,5,West Midlands,Stoke-on-Trent,ST19 1LF,1934
245,All Saints Junior School,Primary School,5,West Midlands,Worcester,WR15 1FA,1924
246,Queen's Grammar School,Secondary School,5,West Midlands,Worcester,WR42 1GL,2000
247,St Paul's Catholic Primary School,Primary School,6,East of England,Cambridge,CB68 2DU,1987
248,Riverdale School,Secondary School,6,East of England,Cambridge,CB76 2TW,1981
249,Meadow Primary School,Primary School,6,East of England,Norwich,NR39 8AB,2013
250,City College,Secondary School,6,East of England,Norwich,NR88 2UT,1959
251,St Thomas' C of E Primary School,Primary School,6,East of England,Ipswich,IP78 3DF,1962
252,Castle School,Secondary School,6,East of England,Ipswich,IP77 9NT,1947
253,King Edward Primary Academy,Primary School,6,East of England,Peterborough,PE90 2XH,1905
254,Brookvale Sixth Form,Secondary School,6,East of England,Peterborough,PE53 6TR,1908
255,Willow C of E Primary School,Primary School,6,East of England,Colchester,CO55 6LQ,1960
256,Westfield Sixth Form,Secondary School,6,East of England,Colchester,CO12 2DS,1867
257,St George's Infant School,Primary School,6,East of England,Luton,LU72 1YX,1913
258,Wakefield School,Secondary School,6,East of England,Luton,LU53 6SB,1881
259,Southfield Junior School,Primary School,7,Greater London,London,SW14 9HF,1970
260,Northwood Sixth Form,Secondary School,7,Greater London,London,SW14 6XQ,1907
261,Holy Trinity Junior School,Primary School,7,Greater London,Croydon,CR55 9ZZ,1937
262,Greystone Academy,Secondary School,7,Greater London,Croydon,CR85 5AG,2005
263,Northfield Junior School,Primary School,7,Greater London,Bromley,BR45 1GF,1966
264,Bromfield College,Secondary School,7,Greater London,Bromley,BR19 1DW,1867
265,Hillside Primary Academy,Primary School,7,Greater London,Ealing,W59 6GQ,1987
266,Queen Elizabeth School,Secondary School,7,Greater London,Ealing,W77 2BF,1995
267,Greenfield Primary School,Primary School,7,Greater London,Camden,NW35 8SU,1900
268,Hartfield Sixth Form,Secondary School,7,Greater London,Camden,NW35 4WE,1956
269,Hawthorn Primary Academy,Primary School,7,Greater London,Westminster,SW37 8WN,1908
270,St Peter's Grammar School,Secondary School,7,Greater London,Westminster,SW77 1AH,1951
271,Brookfield Community Primary School,Primary School,7,Greater London,Hackney,E98 5NP,1915
272,County College,Secondary School,7,Greater London,Hackney,E17 7XJ,1894
273,King Edward Infant School,Primary School,8,South East England,Oxford,OX51 1SA,1898
274,King Edward VI College,Secondary School,8,South East England,Oxford,OX52 7NE,1996
275,Cedar Primary School,Primary School,8,South East England,Reading,RG22 8QD,1963
276,Brookvale High School,Secondary School,8,South East England,Reading,RG56 7WD,1912
277,Cedar Junior School,Primary School,8,South East England,Brighton,BN29 6GD,1966
278,Regional High School,Secondary School,8,South East England,Brighton,BN66 4QQ,1985
279,Westfield C of E Primary School,Primary School,8,South East England,Southampton,SO33 4GZ,1917
280,Westfield High School,Secondary School,8,South East England,Southampton,SO99 8TY,1895
281,Ridgeway Church School,Primary School,8,South East England,Portsmouth,PO81 6FT,1962
282,St Edmund's Sixth Form,Secondary School,8,South East England,Portsmouth,PO81 5LY,1963
283,St Paul's Infant School,Primary School,8,South East England,Canterbury,CT10 5TT,2009
284,St Peter's Academy,Secondary School,8,South East England,Canterbury,CT37 2DZ,1944
285,Beechwood Primary Academy,Primary School,8,South East England,Milton Keynes,MK75 9BT,1998
286,Bromfield Grammar School,Secondary School,8,South East England,Milton Keynes,MK78 8WF,1932
287,St Paul's Church School,Primary School,9,South West England,Bristol,BS44 2WG,1906
288,Riverdale Sixth Form,Secondary School,9,South West England,Bristol,BS67 3QQ,1984
289,Southfield Primary Academy,Primary School,9,South West England,Bath,BA44 1PD,1984
290,Wakefield College,Secondary School,9,South West England,Bath,BA33 3PD,1922
291,Ashwood Catholic Primary School,Primary School,9,South West England,Exeter,EX40 7FZ,1969
292,Holy Cross Comprehensive School,Secondary School,9,South West England,Exeter,EX49 6FW,1993
293,St Andrew's Primary Academy,Primary School,9,South West England,Plymouth,PL47 1QN,2010
294,King's Sixth Form,Secondary School,9,South West England,Plymouth,PL29 3FD,1899
295,Southfield C of E Primary School,Primary School,9,South West England,Bournemouth,BH99 9WB,2009
296,Northwood School,Secondary School,9,South West England,Bournemouth,BH17 7FG,2008
297,Oakwood Catholic Primary School,Primary School,9,South West England,Gloucester,GL6 7QJ,1992
298,Riverdale Comprehensive School,Secondary School,9,South West England,Gloucester,GL30 9JN,1964
299,Valley Church School,Primary School,10,Scotland,Edinburgh,EH48 8TN,1929
300,The William College,Secondary School,10,Scotland,Edinburgh,EH26 3LB,1891
301,Beech C of E Primary School,Primary School,10,Scotland,Glasgow,G16 5DG,2012
302,Regional Secondary School,Secondary School,10,Scotland,Glasgow,G12 4TQ,1961
303,St John's Primary Academy,Primary School,10,Scotland,Aberdeen,AB51 9QJ,1893
304,The William High School,Secondary School,10,Scotland,Aberdeen,AB29 1PE,1945
305,Fairfield Infant School,Primary School,10,Scotland,Dundee,DD18 1NU,1917
306,Highfield Sixth Form,Secondary School,10,Scotland,Dundee,DD79 1DA,1964
307,Eastfield Community Primary School,Primary School,10,Scotland,Stirling,FK71 9SE,1918
308,Abbey Grammar School,Secondary School,10,Scotland,Stirling,FK16 1JS,1927
309,Forestdale Church School,Primary School,10,Scotland,Inverness,IV15 8ZX,1896
310,St John's Grammar School,Secondary School,10,Scotland,Inverness,IV38 7AZ,1886
311,Hawthorn Community Primary School,Primary School,11,Wales,Cardiff,CF24 2WQ,1986
312,St Edmund's Academy,Secondary School,11,Wales,Cardiff,CF61 1RQ,1949
313,Eastfield Primary School,Primary School,11,Wales,Swansea,SA9 6JE,1971
314,Ashford School,Secondary School,11,Wales,Swansea,SA6 6XP,1884
315,Garden Catholic Primary School,Primary School,11,Wales,Newport,NP90 8GF,1998
316,St Peter's Comprehensive School,Secondary School,11,Wales,Newport,NP6 4BP,1901
317,Brookfield Primary Academy,Primary School,11,Wales,Bangor,LL61 5BH,2019
318,Abbey School,Secondary School,11,Wales,Bangor,LL84 6LE,1862
319,Beech Primary Academy,Primary School,11,Wales,Wrexham,LL96 8RP,1982
320,Northgate Sixth Form,Secondary School,11,Wales,Wrexham,LL48 9LD,1977
321,Mount Pleasant Primary Academy,Primary School,11,Wales,Aberystwyth,SY56 3XN,1900
322,King Edward VI High School,Secondary School,11,Wales,Aberystwyth,SY42 5NT,1870
323,Greenfield Church School,Primary School,12,Northern Ireland,Belfast,BT58 1QZ,1969
324,Brookvale Comprehensive School,Secondary School,12,Northern Ireland,Belfast,BT8 2RQ,2013
325,King Edward Catholic Primary School,Primary School,12,Northern Ireland,Londonderry,BT19 8BF,1887
326,St Edmund's Grammar School,Secondary School,12,Northern Ireland,Londonderry,BT47 6RY,2015
327,St Peter's Catholic Primary School,Primary School,12,Northern Ireland,Lisburn,BT48 6TD,1995
328,Bromfield Secondary School,Secondary School,12,Northern Ireland,Lisburn,BT47 7PL,1985
329,St John's Catholic Primary School,Primary School,12,Northern Ireland,Newry,BT67 7XE,2007
330,Grange Comprehensive School,Secondary School,12,Northern Ireland,Newry,BT28 5UH,1964
331,Holy Trinity Catholic Primary School,Primary School,12,Northern Ireland,Armagh,BT58 3TD,1898
332,King Edward VI School,Secondary School,12,Northern Ireland,Armagh,BT71 9NN,1866
333,Fairfield Catholic Primary School,Primary School,10,Scotland,Inverness,IV66 4EH,1972
334,The Manor Infant School,Primary School,4,East Midlands,Leicester,LE71 3ZD,1999
335,Fairfield Church School,Primary School,7,Greater London,Ealing,W53 7YD,2014
336,Garden C of E Primary School,Primary School,7,Greater London,Bromley,BR60 9QF,1995
337,Forestdale Catholic Primary School,Primary School,10,Scotland,Stirling,FK56 9BE,1913
338,Greenfield Catholic Primary School,Primary School,6,East of England,Ipswich,IP91 4QW,1962
339,Forestdale Junior School,Primary School,11,Wales,Cardiff,CF81 5ZX,1912
340,Greenfield Infant School,Primary School,7,Greater London,Westminster,SW4 2BY,1890
341,Pinewood Primary School,Primary School,8,South East England,Reading,RG81 9NN,2007
342,Brookfield Church School,Primary School,5,West Midlands,Stoke-on-Trent,ST89 1GT,1898
343,Hillside Infant School,Primary School,2,North West England,Lancaster,LA41 6QR,1916
344,King Edward C of E Primary School,Primary School,7,Greater London,Bromley,BR31 8EL,1961
345,St George's Primary School,Primary School,5,West Midlands,Coventry,CV50 7JG,1954
346,Mount Pleasant Infant School,Primary School,10,Scotland,Stirling,FK98 3UW,1928
347,Queen Elizabeth Primary School,Primary School,5,West Midlands,Wolverhampton,WV51 9TJ,1903
348,St Paul's Primary School,Primary School,8,South East England,Brighton,BN64 8NX,1952
349,Birch Catholic Primary School,Primary School,7,Greater London,London,SW94 6RQ,1947
350,The Avenue Community Primary School,Primary School,7,Greater London,London,SW71 5DR,1972
351,Northfield C of E Primary School,Primary School,5,West Midlands,Worcester,WR13 7QP,1912
352,Ridgeway Catholic Primary School,Primary School,6,East of England,Ipswich,IP78 9RW,1930
353,All Saints Infant School,Primary School,7,Greater London,London,SW67 8FZ,2001
354,Park Infant School,Primary School,11,Wales,Swansea,SA51 5YP,1921
355,The Grove Church School,Primary School,6,East of England,Colchester,CO61 1QP,1956
356,Ashwood Junior School,Primary School,9,South West England,Plymouth,PL77 8LY,1886
357,Greenfield Primary Academy,Primary School,6,East of England,Luton,LU88 4BY,1917
358,Riverside Primary School,Primary School,1,North East England,Newcastle upon Tyne,NE41 7FS,1992
359,King Edward Church School,Primary School,9,South West England,Plymouth,PL91 3WH,1895
360,Albert Primary Academy,Primary School,6,East of England,Luton,LU23 8XP,1960
361,Hilltop Junior School,Primary School,6,East of England,Luton,LU25 4LX,2003
362,Fairfield Community Primary School,Primary School,8,South East England,Brighton,BN41 8QX,2005
